3M SKU:;3M SKU Description:;Division:;contar
70200677287;Cuchillo para Cortador Quirurgico de Vello Clipper Pivote 9667L;MSD;0
70201177105;9681 Cortador Quirurgico de Vello Clipper para    Cuchillo 9680;MSD;0
70201185108;9683 Cargador Clipper para Cortador 9681;MSD;0
70201185363;Kit Clipper: contiene Clipper Pivote 9661L + Cargador;MSD;0
70201186155;9681 Cortador Quirurgico de Vello Clipper para    Cuchillo 9680;MSD;0
70201185074;9680 Cuchillo para Cortador Quirurgico de Vello   Clipper 9681;MSD;0
70201184622;Cuchillo para Cortador Quirurgico de Vello Clipper Pivote 9667L;MSD;0
70201800250;1040 Steri Drape - 35cm x 35cm;MSD;0
70201800243;1050 Steri Drape - 60cm x 45cm;MSD;0
70201800268;2040 Steri Drape II - 28cm x 41cm;MSD;0
70201800276;2045 Steri Drape II - 50cm x 45cm;MSD;0
70201800284;2050 Steri Drape II - 60cm x 60cm;MSD;0
XH002417786;1005SF Rollo Mixto Sin Fuelle;MSD;0
EH200534905;1007SF Rollo Mixto Sin Fuelle;MSD;0
EH200534913;1010SF Rollo Mixto Sin Fuelle;MSD;0
EH200534921;1015SF Rollo Mixto Sin Fuelle;MSD;0
EH200534939;1020SF Rollo Mixto Sin Fuelle;MSD;0
EH200534947;1025SF Rollo Mixto Sin Fuelle;MSD;0
EH200534954;1030SF Rollo Mixto Sin Fuelle;MSD;0
XH002417794;1007CF Rollo Mixto Con Fuelle;MSD;0
XH002417802;1010CF Rollo Mixto Con Fuelle;MSD;0
XH002417810;1015CF Rollo Mixto Con Fuelle;MSD;0
XH002417828;1020CF Rollo Mixto Con Fuelle;MSD;0
XH002417836;1025CF Rollo Mixto Con Fuelle;MSD;0
EH200534970;1030CF Rollo Mixto Con Fuelle;MSD;0
WH000000163;1262P Attest Control Biologico Vapor;MSD;0
70200559170;118 Attest Incubadora Vapor 48 horas;MSD;0
70200590878;1257B Incheque Etiquetas;MSD;0
70200590902;1257G Incheque Etiquetas;MSD;0
70200590928;1257R Incheque Etiquetas;MSD;0
70200614793;1250 Comply Tiras Indicadoras Vapor -             Multiparametro;MSD;0
70200620527;1292 Attest Control Biologico Lectura Rapida Vapor;MSD;0
70200648569;1251 Comply Tiras Indicadoras ETO - Multiparametro;MSD;0
70200702705;1243B Comply Integrador Vapor;MSD;0
70200704602;1294 Attest Control Biologico Lectura Rapida ETO;MSD;0
70200729344;1256B Incheque Aplicador de Etiquetas;MSD;0
78806305435;Sensor TEM;MSD;0
78806307126;Cilindro;MSD;0
78807892241;Tarjeta Controladora;MSD;0
78806976367;Kit manilla;MSD;0
78807840422;Thermostat Assembly;MSD;0
78806308066;Hose Exhaust;MSD;0
78803251194;Switch ON/OFF;MSD;0
78807878760;Air Regulator Kit;MSD;0
12237694208;Sensor de Presión;MSD;0
12237632968;Vacuum Pump;MSD;0
12237694034;Assy 24V Power Supply;MSD;0
78807822131;Temp Sensor;MSD;0
12237639120;Check Valve;MSD;0
12237628453;Seal Cartridge;MSD;0
12237680967;Plunger;MSD;0
78807895210;Repair Kit for Puncture Solenoid;MSD;0
70200719337;1259 Comply Emulador Vapor Clase 6 Ciclo de       Priones;MSD;0
26101747009;Filter Air Bacterial Viral Removal Medical Single;MSD;0
78808306522;Cilindro;MSD;0
78805559008;Tarjeta Controladora;MSD;0
70200690876;1296F Attest Control Biologico Lectura Rapida en  Paquete Vapor;MSD;0
70200704628;1298F Attest Control Biologico Lectura Rapida en  Paquete ETO;MSD;0
78807883893;Placa Madre Incubarora 290/290G;MSD;0
78807185752;Blower Assy;MSD;0
78807858739;Switch Interlock Modified;MSD;0
26101020928;1/2 Bore 1/2 Stroke, SST W/N07 Nut Cylinder;MSD;0
12237627448;Gripper;MSD;0
26101727811;Lampara Incubadora 2901;MSD;0
78807887175;Stepper Motor;MSD;0
78807887720;Membrane Panel Overlay;MSD;0
78807887662;Incubator Block Assembly;MSD;0
78807882119;Sled Assembly;MSD;0
78807886714;Glass Excitation Filter;MSD;0
78808302075;Enclosure Sub-Assembly;MSD;0
26100601793;240 VAC 8A SOLID STATE 250 QC TABS;MSD;0
78807886664;Sled Assembly;MSD;0
78807840695;Humidity Sensor Assembly;MSD;0
78808308726;Humidity Sensor Assembly;MSD;0
12237609917;Blower;MSD;0
12237693739;Rod Heater Assy MDL 4XL;MSD;0
78806973505;Puncture Cylinder Recon.M-4XL M-5XL;MSD;0
78806302929;Test Chamber Assy Auto RDG 190G;MSD;0
78807858218;Unique Part Accesory to 5/8 XLE Sterilizer;MSD;0
78807853391;Cable Controller Printer Communication;MSD;0
78807889627;Power Supply;MSD;0
78806304677;Air Flow Sensor Assy;MSD;0
78807865171;Assy Controller Sterivac;MSD;0
78807875964;Display Panel Assembly;MSD;0
78807880980;Dual TCO Kit Heatsink;MSD;0
78807857087;Temperature Sensor Assy;MSD;0
78807884214;Florescence Standars for 290S Incubators;MSD;0
78807831447;Door Gasket;MSD;0
70200760752;130LF Hojas para Test de Bowie-Dick;MSD;0
70200760745;1233LF Bowie-Dick Test Pack;MSD;0
70200760729;135LF Bowie Dick Plus Test Pack;MSD;0
ST05XL94035;Servicio Instalacion Equipo Esterilicador;MSD;0
XH002400980;Extractor  Sterivac;MSD;0
26100561195;Circuit Breaker;MSD;0
12237694026;Assy 5V DC, Power Supply MXL;MSD;0
XH002416119;Compresor Oil Free Schulz Modelo CSV 20/250;MSD;0
78807886755;Display PCB Assy;MSD;0
78805560402;Lower Basket Assy 5XL;MSD;0
78805560394;Upper Basket 5XL;MSD;0
GH620520953;Clean-Trace Torula Superficie;MSD;0
26100573604;Switch-Door Interlock;MSD;0
78807860636;PWR Supply ASSY-5 VDC;MSD;0
XH002417380;EE1014 UC 1257R Comply Labels Red;MSD;0
XH002417398;EE1016 UC 1257G Comply Labels Green;MSD;0
XH002417406;1250 EE1023 UC 1250 COMPLY STEAM/CHEM;MSD;0
XH002417414;1243B EE1027 UC 1243B COMPLY STEAM CHEMIC;MSD;0
XH002417422;EE1028 UC 1296F ATTEST RAPID STEAM;MSD;0
XH002417448;EE2000 UC 4-100 STERI-GAS CART 12/B;MSD;0
XH002417505;EE4210 UC 00135LF BOWIE-DICK PLUS 6;MSD;0
XH002417851;Clean-Trace Torula Agua;MSD;0
EH200534988;1040CF Rollo Mixto Con Fuelle;MSD;0
78807875808;Membrane Panel,5XL;MSD;0
CT060934644;1322-12 Cinta Exposicion para Vapor;MSD;0
CT060934651;1322-18 Cinta Exposicion para Vapor;MSD;0
70200763657;490 Attest Incubadora Extra Rapida Vapor;MSD;0
70200763566;1492V Attest Control Biologico Lectura Extra      Rapida Vapor;MSD;0
78807833245;Cartridge Seal;MSD;0
70200763608;1496F Attest Control Biológico Lectura ExtraRápidaen Paquete Vapor;MSD;0
70200771817;390G Attest Incubadora Rápida ETO;MSD;0
70200771809;390 Attest Incubadora Rapida Vapor;MSD;0
CT060934693;1355-18 Cinta Exposicion para Vapor Azul;MSD;0
78808314153;Printed Circuit Assembly, Controller, Steri-Vac,  PB-FREE;MSD;0
78808314492;6010 Sterivac 5XLe Seiko Printer Assembly Kit;MSD;0
70200783770;4-100 Steri Gas;MSD;0
70200783838;8-170 Steri Gas;MSD;0
78808325712;Main PCBA (390);MSD;0
70200771890;GS51 Esterilizador Steri-Vac 136 Litros;MSD;0
70200771908;GS52 Esterilizador Steri-Vac 136 Litros;MSD;0
70200771916;GS81 Esterilizador Steri-Vac 224 Litros;MSD;0
70200771924;GS82 Esterilizador Steri-Vac 224 Litros;MSD;0
70200776030;1295 Attest Control Biológico Përóxido;MSD;0
70200718883;1248 Comply Tiras Indicadoras H2O2 -              Multiparametro;MSD;0
70200718875;1228 Cinta Exposicion para Peróxido/Plasma;MSD;0
70201174185;490H Attest Incubadora Extra Rapida Peróxido;MSD;0
78808314237;Cartridge Sensor Assy (ROHS Compliant);MSD;0
78807860685;Water Level Sensor Assembly;MSD;0
70200789215;LX25 Clean Trace Luminómetro;MSD;0
XH002456107;Attest control biologico para VH2O2 peroxido 30 un;MSD;0
78808331132;Printed Circuit Assembly, Controller, Sterivac, 5TH Generatn;MSD;0
70201175232;1217 Papel Impresora Equipos Steri-Vac;MSD;0
70200763624;Attest® Control Biológico en Paquete Lectura ExtraRápida para Vapor;MSD;0
GH620538583;END Clean Trace Torula Agua;MSD;0
78808325720;Main PCBA Incubadora 390G;MSD;0
78000503553;Main PCBA Incubadora 490;MSD;0
26101179088;Cylinder, clippard SRR-10-1/2-B-PNUE;MSD;0
DH999900714;8521 Selladora Alemana Hawo;MSD;0
70201176271;490 Incubadora Extra Rapida Vapor + Peroxido Dual;MSD;0
XH002494041;Compresor Shultz para Sterivac;MSD;0
70200723032;Sterivac 5XL, 1 puerta;MSD;0
26102120354;O-RING, AIR REGULATOR, SIZE 010, EPDM;MSD;0
26102120834;O-Ring,1-1/8 ID x 5/8 OD x 1-5/16, 3/32 Thk, EPDM, BLK;MSD;0
26102122970;O-RING, 9/16 ID X 3/4 OD X 3/32 DIA, EPDM;MSD;0
26102144032;"FILTER, IN-LINE, DISPOSABLE, 1/4"" TUBE FITTINGS, 130 Micron, GS5-GS8";MSD;0
78808337048;CHECK VALVE, CARTRIDGE, GENERANT MFG;MSD;0
78808337725;RH/VENT /Vacuum solenoid rebuild Kit;MSD;0
78808337733;WATER SOLENOID REBUILD KIT;MSD;0
78808337741;PUNCTURE SOLENOID REBUILD KIT;MSD;0
78808320788;LCD Display Asembly w/led backligth;MSD;0
78808314617;8XL Sterivac seiko printer asembly kit;MSD;0
70201183004;490 Incubadora Extra Rapida Vapor + Peroxido Dual;MSD;0
26102194805;Power cord, Italy, Chile;MSD;0
78806308140;Cilindro neumatico de agua;MSD;0
12237691410;Valve Solenoid Pump;MSD;0
12237691436;Valvula Solenoide Puerta;MSD;0
26102132904;O Ring Cilindro de Ruptura;MSD;0
78808326926;Valvula Ventury;MSD;0
78807840414;Sensor Camara Reseteable;MSD;0
78808339085;Thermostat HI-LIMIT 66°;MSD;0
78807803339;Switch Assembly;MSD;0
78808335737;PM Kit Assembly;MSD;0
78807852237;Thermostat, Hi-Limit, Heatsink;MSD;0
78808342824;Control Board PCB;MSD;0
78808382077;Touch Screen Controller Kit Sterivac GS/GSX;MSD;0
78808326561; Glass Filter Emission;MSD;0
78000503793;Gel Filter Emission;MSD;0
12237691386;VALVE SOLENOID VENT;MSD;0
70201186809;490 Incubadora Extra Rápida Vapor + Peroxido Dual;MSD;0
70201186676;390G Attest Incubadora Rápida ETO;MSD;0
70201186668;390 Attest Incubadora Rápida Vapor;MSD;0
78808324988;LATCH SOLENOIDE VALVE ASSEMBLY;MSD;0
70200503491;1262P Attest Control Biologico Vapor;MSD;0
70201177840;41482V Attest® Control Biológico + Control Químico en Paquete Lectura Extra Rápida para Vapor;MSD;0
70201176354;1243B Comply Integrador Vapor;MSD;0
70201183236;GS51 Esterilizador Steri-Vac 136 Litros;MSD;0
70201183244;GS52 Esterilizador Steri-Vac 136 Litros;MSD;0
70201177592;GS51 Esterilizador Steri-Vac 136 Litros;MSD;0
70201177600;GS51 Esterilizador Steri-Vac 136 Litros;MSD;0
70201186320;3M Attest Mini Autoreader;MSD;0
70201183632;1348 VH2O2 TRI-METRIC CI;MSD;0
78807862095;Data Cable conector Abator;MSD;0
70200738030;ABATOR 50AN;MSD;0
70200704610;1298ATTEST CONTROL BIOLOGICO LECTURA RAPIDA EN  PA;MSD;0
78808380238;FLASH MEMORY CARD WITH STERI-VAC CUSTOM OS;MSD;0
78808393785;490M CALIBRATION STANDARDS KIT ;MSD;0
26101754765;NORMALLY OPEN REBUILT KIT;MSD;0
26101754757;Normally Closed Rebuilt Kit;MSD;0
70201806679;1217 Papel impresora Steri-Vac, 2 Rollos/Case;MSD;0
70201806745;1355-18MM LEAD FREE INDICATORTAPE 55M;MSD;0
78808339481;PRESSURE TRANS. ASSY, CALIB;MSD;0
26102120982;Fuente de poder de 5V;MSD;0
78808395582;STERI-VAC SINGLE BOARD COMPUTER (SBC);MSD;0
70201803932;PREFILTER M50 MODIED;MSD;0
78807898149;AIR MIXING VALVE;MSD;0
78808322503;WATER TANK GS8;MSD;0
78808327056;WATER TANK GS5;MSD;0
78807829474;WATER COVER, PRINTED GS5;MSD;0
78807843087;CARTRIDGE SEAL GS8;MSD;0
78805557770;DOOR GASKET GS5;MSD;0
78808379974;STERI-VAC GS: UPDATE CONVERSION KIT (WIN CE TO WIN;MSD;0
26102122509;LED DRIVER  BOARD;MSD;0
70201189308;1243RA Integrador químico de vapor con adhesivo posterior 3M Attest;MSD;0
70201176370;1243RES Integrador químico de vapor con extensor 3M Attest;MSD;0
70201177832;41382F RAPID 5 STEAM-PLUS TEST PACK;MSD;0
70200674680;1392 3M Littmann®Littmann Veterinario;MSD;0
70201184614;1392 3M Littmann®Littmann Veterinario;MSD;0
XH002405005;Estuche para Fonendoscopio Littmann Quality;MSD;0
12237690370;Adaptador Pediatrico para Cardiologia;MSD;0
70200539271;2113B 3M Littmann® Pediatrico;MSD;0
70200539289;2113R 3M Littmann® Pediatrico;MSD;0
70200539297;2114B 3M Littmann® Neonatologico;MSD;0
70200561911;2160 3M Littmann® Master Cardiologico;MSD;0
70200628843;2161 3M Littmann® Master Cardiologico, Edicion    Limitada;MSD;0
70200674573;2141 3M Littmann® Master Clasico II, Ed. Limitada;MSD;0
70200674615;2144L 3M Littmann® Master Clasico II;MSD;0
70200674631;2146 3M Littmann® Master Clasico II;MSD;0
70200674649;2147 3M Littmann® Master Clasico II;MSD;0
70200726118;2119 3M Littmann® Littmann Pediatrico;MSD;0
78807827924;Anillo Pediatrico Ajuste Presion;MSD;0
78807827932;Anillo Neonatologico Ajuste Presion;MSD;0
78807827957;Diafragma Sintonizable Impreso Master Cardiologico;MSD;0
78807827965;Diafragma Sintonizable Impreso Master Cardiologico;MSD;0
78807827973;Diafragma Sintonizable Clasico II S.E. / Master Clasico II / Cardiologico II SE / Cardiologico III;MSD;0
78807828005;Diafragma Impreso Pediatrico;MSD;0
78807828013;Diafragma Impreso Neonatologico;MSD;0
78807828054;Adaptador Pediatrico para Master Cardiologico;MSD;0
78807828062;Adaptador Pediatrico para Master Cardiologico;MSD;0
70200726126;2122 3M Littmann® Littmann Pediatrico;MSD;0
70200726084;2632 3M Littmann® Master Clasico II;MSD;0
70200726068;2630 3M Littmann® Master Clasico II;MSD;0
70200745753;2123 3M Littmann® Littmann Pediatrico;MSD;0
70200763715;2153 3M Littmann® Littmann Pediatrico, Arcoiris   Ed. Limitada;MSD;0
70200763699;2178 3M Littmann® Littmann Master Cardiologico;MSD;0
70200763673;2175 3M Littmann® Littmann Master Cardiologico;MSD;0
70200763723;2157 3M Littmann® Littmann Neonatologico, ArcoirisEd.Limitada;MSD;0
70200769746;3200N 3M Littmann® Littmann Electronico Bluetooth;MSD;0
70200785767;5620 3M Littmann® Clasico III;MSD;0
70200785585;5803 3M Littmann® Clásico III, Ed. Limitada;MSD;0
70200787045;5832 3M Littmann® Clásico III;MSD;0
70200787052;5835 3M Littmann® Clasico III;MSD;0
70200785783;5622 3M Littmann® Clásico III;MSD;0
70200785833;5627 3M Littmann® Clásico III;MSD;0
70200787060;5839 3M Littmann® Clasico III;MSD;0
70200785619;5809 3M Littmann® Clásico III, Edicion Especial   acabado cobre;MSD;0
78808326488;Diafragma littmann 3200;MSD;0
70200785791;5623 3M Littmann® Clasico III;MSD;0
70200787037;5831 3M Littmann® Clasico III;MSD;0
70200785635;5811 3M Littmann® Clásico III, Edicion Especial   acabado humo;MSD;0
70200785593;5806 3M Littmann® Clásico III, Edición Especial   acabado arcoiris;MSD;0
70200785775;5621 3M Littmann® Clásico III;MSD;0
70200785890;5633 3M Littmann® Clásico III;MSD;0
70200789454;6152 3M Littmann® Cardiology IV;MSD;0
70200789470;6154 3M Littmann® Cardiology IV;MSD;0
70200789496;6156 3M Littmann® Cardiology IV;MSD;0
70200789504;6157 3M Littmann® Cardiology IV;MSD;0
70200789512;6158 3M Littmann® Cardiology IV;MSD;0
70200794124;6177 3M Littmann® Cardiology IV, acabado espejo;MSD;0
70200789611;6769 3M Littmann® Cardiology IV, acabado espejo;MSD;0
70200789629;6170 3M Littmann® Cardiology IV, acabado espejo;MSD;0
70200789637;6171 3M Littmann® Cardiology IV, acabado humo     humo;MSD;0
70200794132;6178 3M Littmann® Cardiology IV, acabado humo;MSD;0
70200794140;6179 3M Littmann® Cardiology IV, acabado champana;MSD;0
78807803370;Soft Sealing Ear Tip Black Large;MSD;0
70200789546;61623M Littmann® Cardiology IV, acabado humo;MSD;0
70200789553;6163 3M Littmann® Cardiology IV, acabado negro;MSD;0
70200789561;6164 3M Littmann® Cardiology IV,acabado cobre;MSD;0
70200789579;6165 3M Littmann® Cardiology IV,acabado arcoiris;MSD;0
70200789587;6166 3M Littmann® Cardiology IV,acabado humo;MSD;0
70200789603;6167 3M Littmann® Cardiology IV,acabado negro;MSD;0
70201173641;5867 3M Littmann® Classic III, acabado Negro;MSD;0
70201173658;5868 3M Littmann® Classic III, acabado Negro;MSD;0
70201173666;5869 3M Littmann® Classic III, acabado Negro;MSD;0
70201173674;5870 3M Littmann® Classic III, acabado arcoiris;MSD;0
70201173682;5871 3M Littmann® Classic III, acabado Humo;MSD;0
70201174557;40016 3M Littmann® Kit accesorios, Classic III,   Cardiology IV;MSD;0
70200788332;40011 3M Littmann® Kit accesorios, Master         Cardiology;MSD;0
70200788423;40022 3M Littmann® Kit accesorios, Master Classic;MSD;0
70200788217;40007 3M Littmann® Tag identificación;MSD;0
70201173591;5862 3M Littmann® Classic III, acabado espejo;MSD;0
70201173617;5864 3M Littmann® Classic III, acabado champa¦a;MSD;0
70201173609;5863 3M Littmann® Classic III, acabado            espejo;MSD;0
70201173625;5865 3M Littmann® Classic III,acabado             espejo;MSD;0
70201173583;5861 3M Littmann® Classic III, acabado            champa¦a;MSD;0
70200788258;40005 Kit de Repuesto 3M Littmann Classic II S.E.;MSD;0
70200788340;40012 Kit de Repuesto 3M Littmann Classic II      Pediatric;MSD;0
70200788233;40003 Kit de Repuesto 3M Littmann Cardiology II;MSD;0
70200788191;40001 Kit de Repuesto Olivas de Sellado Suave     Grandes y Peque¦as;MSD;0
70200785601;ESTETOSCOPIO 3M  LITTMANN® CLASSIC III;MSD;0
70200788225;40008 STETHOSCOPE IDENTIFICATION;MSD;0
70200788209;KIT REPUESTOS OLIVAS, GRIS;MSD;0
70200788241;KIT REPUESTOS CARDIOLOGY III, GRIS;MSD;0
70200788431;KIT REPUESTO MASTER CLASSIC, GRIS;MSD;0
70200788381;KIT REPUESTOS MASTER CARDIOLOGY, GRIS;MSD;0
70201176073;Cardio IV 6200 BLK BLK Red stem;MSD;0
70201176081;Cardio IV 6201 BLK BLK Blue stem;MSD;0
70201176099;Cardio IV 6202 Navy M SMK Blue stem;MSD;0
70201176107;Card IV 6203 BLK BLK Violet stem;MSD;0
70201176115;Card IV 6204 BLK M.SMK CHAM stem;MSD;0
70201176123;Card IV 6205 Plum RBW Violet stem;MSD;0
70201176131;Card IV 6206 Hunter CHAM Oran stem;MSD;0
70201176008;Classic III 5872 TRQ SMK Pink stem;MSD;0
70201176016;Classic III 5873 Gray SMK V.Gray stem;MSD;0
70201176024;Classic III 5874 CRB Mirror Oran stem;MSD;0
70201176032;Classic III 5875 Lime SMK Blue stem;MSD;0
70200785643;5812 Classicc III Smoke-Finish, Dark Olive Green;MSD;0
70201173534;6190 Cardio IV , Caribbean Blue Tube, Smoke Headset;MSD;0
70200785866;5630 ESTETOSCOPIO 3M LITTMANN CLASSIC III;MSD;0
70200789686;6176 ESTETOSCOPIO 3M LITTMANN CARDIOLOGY IV;MSD;0
70201184374;2114B 3M Littmann® Neonatologico;MSD;0
70201185041;2157 3M Littmann® Littmann Neonatologico, ArcoirisEd.Limitada;MSD;0
70201184358;2113B 3M Littmann® Pediatrico;MSD;0
70201184366;2113R 3M Littmann® Pediatrico;MSD;0
70201184739;2119 3M Littmann® Littmann Pediatrico;MSD;0
70201184747;2122 3M Littmann® Littmann Pediatrico;MSD;0
70201185033;2153 3M Littmann® Littmann Pediatrico, Arcoiris   Ed. Limitada;MSD;0
70201185231;5620 3M Littmann® Clasico III;MSD;0
70201185173;5803 3M Littmann® Clásico III, Ed. Limitada;MSD;0
70201185314;5832 3M Littmann® Clásico III;MSD;0
70201185322;5835 3M Littmann® Clasico III;MSD;0
70201185256;5622 3M Littmann® Clásico III;MSD;0
70201185272;5627 3M Littmann® Clásico III;MSD;0
70201185330;5839 3M Littmann® Clasico III;MSD;0
70201185207;5809 3M Littmann® Clásico III, Edicion Especial   acabado cobre;MSD;0
70201185264;5623 3M Littmann® Clasico III;MSD;0
70201185306;5831 3M Littmann® Clasico III;MSD;0
70201185215;5811 3M Littmann® Clásico III, Edicion Especial   acabado humo;MSD;0
70201185181;5806 3M Littmann® Clásico III, Edición Especial   acabado arcoiris;MSD;0
70201185249;5621 3M Littmann® Clásico III;MSD;0
70201185298;5633 3M Littmann® Clásico III;MSD;0
70201185967;5868 3M Littmann® Classic III, acabado Negro;MSD;0
70201185975;5870 3M Littmann® Classic III, acabado arcoiris;MSD;0
70201185983;5871 3M Littmann® Classic III, acabado Humo;MSD;0
70201185934;5862 3M Littmann® Classic III, acabado espejo;MSD;0
70201185959;5864 3M Littmann® Classic III, acabado champa¦a;MSD;0
70201185942;5863 3M Littmann® Classic III, acabado            espejo;MSD;0
70201185926;5861 3M Littmann® Classic III, acabado            champa¦a;MSD;0
70201186049;Classic III 5872 TRQ SMK Pink stem;MSD;0
70201186056;Classic III 5873 Gray SMK V.Gray stem;MSD;0
70201186064;Classic III 5874 CRB Mirror Oran stem;MSD;0
70201186072;Classic III 5875 Lime SMK Blue stem;MSD;0
70201185223;5812 Classicc III Smoke-Finish, Dark Olive Green;MSD;0
70201185280;5630 ESTETOSCOPIO 3M LITTMANN CLASSIC III;MSD;0
70201184572;2141 3M Littmann® Master Clasico II, Ed. Limitada;MSD;0
70201184580;2144L 3M Littmann® Master Clasico II;MSD;0
70201184598;2146 3M Littmann® Master Clasico II;MSD;0
70201184606;2147 3M Littmann® Master Clasico II;MSD;0
70201185397;6152 3M Littmann® Cardiology IV;MSD;0
70201185405;6154 3M Littmann® Cardiology IV;MSD;0
70201185421;6156 3M Littmann® Cardiology IV;MSD;0
70201185439;6158 3M Littmann® Cardiology IV;MSD;0
70201185884;6177 3M Littmann® Cardiology IV, acabado espejo;MSD;0
70201185512;6170 3M Littmann® Cardiology IV, acabado espejo;MSD;0
70201185520;6171 3M Littmann® Cardiology IV, acabado humo     humo;MSD;0
70201185892;6179 3M Littmann® Cardiology IV, acabado champana;MSD;0
70201185454;61623M Littmann® Cardiology IV, acabado humo;MSD;0
70201185462;6163 3M Littmann® Cardiology IV, acabado negro;MSD;0
70201185470;6164 3M Littmann® Cardiology IV,acabado cobre;MSD;0
70201185488;6165 3M Littmann® Cardiology IV,acabado arcoiris;MSD;0
70201185496;6166 3M Littmann® Cardiology IV,acabado humo;MSD;0
70201185504;6168 3M Littmann® Cardiology IV,acabado Navy Blue;MSD;0
70201186080;Cardio IV 6200 BLK BLK Red stem;MSD;0
70201186106;Cardio IV 6202 Navy M SMK Blue stem;MSD;0
70201186114;Card IV 6203 BLK BLK Violet stem;MSD;0
70201186122;Card IV 6204 BLK M.SMK CHAM stem;MSD;0
70201186130;Card IV 6205 Plum RBW Violet stem;MSD;0
70201186148;Card IV 6206 Hunter CHAM Oran stem;MSD;0
70201185918;6190 Cardio IV , Caribbean Blue Tube, Smoke Headset;MSD;0
70201185538;6176 ESTETOSCOPIO 3M LITTMANN CARDIOLOGY IV;MSD;0
70201184440;2160 3M Littmann® Master Cardiologico;MSD;0
70201184507;2161 3M Littmann® Master Cardiologico, Edicion    Limitada;MSD;0
70201185025;2178 3M Littmann® Littmann Master Cardiologico;MSD;0
70201185009;2175 3M Littmann® Littmann Master Cardiologico;MSD;0
70201185199;ESTETOSCOPIO 3M  LITTMANN® CLASSIC III;MSD;0
70201186098;6201 CARD IV BLK, BLK, BLUE STEM;MSD;0
70201183475;5960 Littmann classic III Color Ciruela - Mirror;MSD;0
70201183491;5962 Littmann classic III Color ROSADO - Mirror;MSD;0
70201187419;5646 Limited Edition classic III Black tube;MSD;0
70201187427;5647 Limited Edition classic III Frambuesa;MSD;0
70201187435;5648 Classic III Frambuesa STD;MSD;0
70200473026;MS-04 Stockinet Tubular Protector;MSD;0
YP206000017;82002 Venda para Inmovilización Scotchcast;MSD;0
YP206000272;82004 Venda para Inmovilización Scotchcast;MSD;0
YP206000140;82003 Venda para Inmovilizacion Scotchcast;MSD;0
XH002406409;1622W Tegaderm Alemana;MSD;0
XH002406417;1628 Tegaderm Alemana;MSD;0
XH002406425;1627 Tegaderm Alemana;MSD;0
XH002406433;1626W Tegaderm Alemana;MSD;0
XH002406441;1624W Tegaderm Alemana;MSD;0
70200749672;9536HP Tegaderm HP;MSD;0
70200749664;9534HP Tegaderm HP;MSD;0
XH002407704;1624W Tegaderm UC;MSD;0
XH002407712;1626W Tegaderm UC;MSD;0
XH002407977;1685 Tegaderm I.V. Avanzado UC;MSD;0
70200749201;1628W Tegaderm;MSD;0
70200749219;1629W Tegaderm;MSD;0
70200749326;1627W Tegaderm;MSD;0
70200749276;1624W Tegaderm;MSD;0
70200749185;1622W Tegaderm;MSD;0
70200749300;1626W Tegaderm;MSD;0
XH002415848;1683 Tegaderm I.V. CL Alemana;MSD;0
XH002417554;1622W Tegaderm UC;MSD;0
70200777129;1683 Tegaderm I.V. Avanzado Cateter Perifericos;MSD;0
70200777145;1685 Tegaderm I.V. Avanzado Cateter Central;MSD;0
XH002418263;1683 Tegaderm I.V. UC;MSD;0
XH002418271;1657R Tegaderm I.V. CHG  UC;MSD;0
70200784448;1680 Tegaderm I.V. Avanzado Catéter Pediátrico;MSD;0
70200779273;1682 Tegaderm I.V. Avanzado Cateteres Pediatrico;MSD;0
70200794017;1657R Tegaderm CHG Cateter Central;MSD;0
70200794041;1660R Tegaderm CHG Cateter Central;MSD;0
70201176701;1657R Tegaderm CHG 25un/box, 4box/case;MSD;0
70201176719;1685 Tegaderm IV ADV Securement;MSD;0
70200777012;1668 Tegaderm I.V. Port;MSD;0
70200776998;1665 Tegaderm I.V. Port con gel CHG;MSD;0
70201187393;1660R Tegaderm CHG Cateter Central Pediatrico  caja POR 25 U;MSD;0
70201187401;1657R Tegaderm CHG 25un/box, 4box/case;MSD;0
XH002415244;3343E Cavilon Sachet Pelicula Protectora Sin      Alcohol Esteril;MSD;0
XH002415251;3346E Cavilon Spray Pelicula Protectora Sin       Alcohol;MSD;0
XH002418180;3392G Crema Cavilon de Proteción Duradera;MSD;0
GH620606489;3392GS CAVILON DBC 2G SACHETSEU;MSD;0
GH620604369;Pelicula protectora sin ardor Cavilon Spray, 28ml por botella;MSD;0
70201187906;3346 Cavilon Spray Pelicula Protectora Sin Ardor;MSD;0
XH002415657;4001 Parche Adhesivo Rectangular;MSD;0
XH002415699;4005 Parche Ocular Pequeno;MSD;0
XH002415681;4004 Parche Ocular Adulto;MSD;0
XH002415665;4002 Parche Adhesivo Circular;MSD;0
XH002415673;4003 Compresa Frio Calor;MSD;0
70200789280;2094N Coban 2 Sistema Compresivo (2 vendas);MSD;0
70200711649;1563L Reston en Rollo;MSD;0
70200711656;2851H Reston Conformable;MSD;0
70200742826;91110 Tegaderm Hidrogel;MSD;0
70200747981;90003 Tegaderm Hidrocoloide Ovalado;MSD;0
70200748021;90023 Tegaderm Hidrocoloide Fino Ovalado;MSD;0
70200747973;90001 Tegaderm Hidrocoloide Ovalado;MSD;0
70200748005;90007 Tegaderm Hidrocoloide Sacro;MSD;0
