Codigo;Descripcion Comprador
70201026088;"VIDRIO IONÓMERO DE RESTAURACIÓN: MATERIAL RESTAURADOR A BASE DE IONÓMERO DE VIDRIO; COMBINACIÓN DE VIDRIO DE SILICATO DE ALUMINIO Y ÁCIDO POLIACRÍLICO; ANHIDRO; PRESENTACIÓN EN FRASCO DE 10 GRAMOS; CADA 1 GRAMO DE POLVO: 0,84 G COMBINACIÓN DE VIDRIO, VCTO 2025"
70201408401;527810 FILTEK ONE BULK FILL A2 3M DENTAL, COD-SCFHM -VENCIMIENTO AGOSTO 2025-SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 2 DIAS HABILES. EL DESPACHO NO TIENE COSTO ADICIONAL.
70202090992;3072603-8 BANDA MBT CON TUBO SIMPLE PRESOLDADO LL 35.5 ANILLO METALICO CON TUBO SIMPLE SOLDADO EN CARA VESTIBULAR (TECNICA MBT), BANDA MBT CON TUBO SIMPLE PRESOLDADO LL 35.5
70000878879;3MU70202119890 TUBO SIMPLE SRS BT UR6 1ER MOLAR CONVERT MBT HK -14T10OF 4,0MM 068-9982
9020679685;BANDAS MBT PRIMER MOLAR INFERIOR TUBO DOBLE CONVERTIBLE DERECHO 39+
70202074269;ALASTIK EASY-TOTIE LIGAT TIESASSORTED COLOR 105PK 406-888 - MARCA:3M- COD:70202119676 UN VTO ENTREGA EN:2 DIAS HABILES O 60 DIAS HABILES
70202067594;BRAIDED OF III OVOID U 019X025 300-971 - MARCA:3M- COD:70000807209 VTO ENTREGA EN:5 A 7 DIAS CON STOCK65 DIAS
70201140426;ADHESIVO SINGLE BOND UNIVERSAL 3ML MARCA 3M VCTO. 18 MESES SE ADJUNTA FICHA DEL PRODUCTO
70201404970;527810 FILTEK ONE BULK FILL A2 3M DENTAL -VENCIMIENTO MAYO 2025-SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 9 DÍAS HABILES EL DESPACHO NO TIENE COSTO ADICIONAL.
70201408039;527806 FILTEK BULK FILL FLOW A2 3M DENTAL, COD-SCFHM. VCTO. 02-2026 - SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 1 DIA. EL DESPACHO NO TIENE COSTO ADICIONAL. MINIMO FACTURACION 50.000.- MUNNICH CUENTA CON SERVICIO POSTVENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201140426;527828 ADHESIVO SINGLE BOND UNIVERSAL FRASCO 3ML PROCEDENCIA USA MARCA 3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCE 01-09-2025 DESPACHO EN 2 DIAS HABILES EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201143149;3M KETAC MOLAR 12,5 GRS.POLVO A3+8,5 ML. MARCA 3M FICHA ADJUNTA VCTO 13 MESES ENTREGA 5 DIAS HABILES.
70201059907;3M FILTEK Z350 XT UNIV.COLOR A3B JERINGA F. VENC: 11-2025
XH002405526;SELLANTE FOTOCURADO CONCISE FRASCO 3M - MARCA:3M- COD:XH002405526 KT VTO ENTREGA EN:5 A 10 DIAS
70202090950;BANDAS DE ORTODONCIA SIN TUBO PRIMER MOLAR SUPERIOR IZQUIERDA 33.5 MARCA UNITEK USA FICHA ADJUNTA UNIDAD FICHA ADJUNTA ENTREGA 4 DIAS
70201059907;3M FILTEK Z350 XT UNIV.COLOR A3B JERINGA MARCA 3M USA FICHA ADJUNTA ENTREGA 3 DIAS HABILES.
70201143149;FUJI LINING LC V.IONOMERO MINI 5G-3.4ML, MARCA GC, VENCIMIENTO MARZO 2025, ENTREGA EN 72 HRS, DESPACHO GRATIS SIN MÍNIMO DE COMPRA.
70202077361;NITINOL CL OFIII OVOID L 016X022 UNIT OF USE 4297-854 - MARCA:- COD:70202078799 VTO ENTREGA EN:2 A 3 DIAS CON STOCK 65 DIAS SIN STOCK
70201059956;527780 FILTEK Z350 XT TONO B2B 3M DENTAL
70201030882;DISCOS SOF LEX 4850C, GRANO GRUESO, BASE DE CARTÓN, BOLSA DE 30 UNIDADES MARCA 3M
70201059899;MD 3656 COMPOSITE Z-350 XT FLOW A2 2GX2
70201144139;527832 ACID.ORTOF.JER.3ML SCOTCH 3M DENTAL VENCIMIENTO 06-2025 SE ADJUNTA FICHA TECNICA. DESPACHO 2 DÍA 48 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
9020679685;BANDAS MBT PRIMER MOLAR INFERIOR TUBO DOBLE CONVERTIBLE DERECHO 36
70202067412;ARCOS SUPERIORES ACERO 0.16PAQUETE POR 10 UNIDADES MARCA 3M VENCMIENTO NO APLICA VALOR UNIDAD
70202073451;LIGADURA ELASTICADA, FORMA ANGULADA, DE FÁCIL COLOCACIÓN. DIVERSOS COLORES. PRESENTACIÓN EN VARILLAS DE 10 UNIDADES. FORMATO BOLSA DE 1.000 UNIDADES MARCA 3M UNITEK VENCIMIENTO SUPERIOR 12 MESES
70201059907;3M FILTEK Z250 JERINGA A3 1370 JERINGA 4 GRS VCTO SUP A 13 MESES FICHA ADJUNTA ENTREGA 72 HRS
XH002405039;3M SELLANTE CONCISE INSTITUCIONAL USA MARCA 3M FICHA Y CERTIFICACION ADJUNTA ENTREGA 5 DIAS HABILES. VCTO SUP A 13 MESES DESEDE RECEPCION
70202077387;ARCOS NITINOL 0,018 SUP - FORMA OVOIDE (10 UNIDADES), MARCA 3M UNITEK, PROCEDENCIA USA, SE ADJUNTA FICHA TÉCNICA, DESÁCHO EN 4 DÍAS
70201143149;527820 KIT KETAC MOLAR EASYMIX 3M DENTAL LOS PRODUCTOS OFERTADOS CUENTAN CON UN VENCIMIENTO SUPERIOR A 24 MESES.SE ADJUNTA FICHA TÉCNICA.DESPACHO EN 24 HORAS.EL DESPACHO NO TIENE COSTO ADICIONAL.MONTO MÍNIMO DE FACTURACIÓN 50.000. MUNNICH CUENTA CON SERVICIO POSTVENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
70202090901;BANDA ORTODONCIA SIN TUBO N°31 MARCA 3M UNITEK
70201059832;527771 FILTEK Z350 XT TONO A3D, VCTO 10-2025, 3M DENTAL. DESPACHO EN 5 DIAS HABILES, SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO
70202067370;ARCO ACERO ORT FORM III, MARCA 3M, PAQUETE X 10 UNIDADES, DESPACHO EN 48 HRS HÁBILES
70202025832;SUPERIORFIT BT SNG MBT URT 1MOLAR-N-CV-14T10OFF022 069-6114 - MARCA:- COD:70000878879 VTO ENTREGA EN:
70000846686;CASO BRACKETS GEMINI 0.22 MBT 5X5TAMAÑO MEDIO DE FRESAS CNC CON GANCHOS INTEGRADOS Y DE FACIL POSICIONAMIENTO. SISTEMA DE IDENTIFICACIÓN POR COLORES MODELO GEMINI MARCA 3M UNITEK USA FLETE INCLUIDO
70201031039;"DISCO DE PULIDO SUPER FINO (GRANDE), MONTADOS SOBRE DISCOS DE CARTON, DIAMETRO EN LOS DISCOS DE 1/2 NUEVA PRESENTACION BOLSA DE 30 UNIDADES DE DISCOS SOFLEX 4931SF MARCA 3M ESPE PROCEDENCIA USA SE ADUNTA FICHA TECNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO"""
70201140426;527828 ADHESIVO SINGLE BOND UNIVERSAL FRASCO 3ML VCTO MAYOR A 24 MESES. DESPACHO EN 48 HORAS. EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION. 3M DENTAL
70201139303;ADHESIVO SINGLE BOND UNIVERSAL 3ML VCTO. 12 MESES, MARCA 3M
70201144139;527832 ACID.ORTOF.JER.3ML SCOTCH 3M DENTAL, COD-SCFHM. VCTO. 09-2025 - SE ADJUNTA FICHA TÉCNICA. DESPACHO EN 3 DIAS. EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO POSTVENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201030981;DISCO SOFLEX LINEA XT GRANO SUPER FINO PEQUENO BOLSA 30 UND AMARILLO 3M ESPE
90206899024;BANDAS MBT PRIMER MOLAR SUPERIOR TUBO TRIPLE CONVERTIBLE DERECHO 43
70201030932;3M DISCO SOFLEX MEDIANO PAPEL 4851M 12 BOLSA 30 UNID EX-1982M
70000876097;TUBOS SIMPLE PCEMEN. 1M.INF.IZQ. MBT UNITEK-067-9673
70201026104;527822 KIT VITREMER A3, VCTO 03-2025, 3M DENTAL COD-SCFHM. DESPACHO EN 24 HORAS, SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO.
70201143149;527820 KIT KETAC MOLAR EASYMIX 3M DENTAL-VENCIMIENTO JULIO 2025-SE ADJUNTA FICHA TÉCNICA.DESPACHO EN 1 DIA CORRIDO.EL DESPACHO NO TIENE COSTO ADICIONAL
70201140426;527829 ADH.SING.BOND UNIV.FCO.5M 3M DENTAL. VCTO. 06-2025 - SE ADJUNTA FICHA TECNICA. DESPACHO EN 24 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 0.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70202077676;ARCO NITI CLÁSICO INFERIOR 016, VALOR POR UNIDAD, MARCA 3M
70201059881;527774 FILTEK Z350 XT TONO A1B 3M DENTAL -VENCIMIENTO JULIO 2025- SE ADJUNTA FICHA TECNICA. DESPACHO EN 2 DIS HABILES EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 50.000.
70201059915;JERINGA FILTEK Z350 XT TONO A3.5B 3M - MARCA:3M- COD:70201059915 UN VTO ENTREGA EN:15-20 DIAS HABILES
70201030940;3M70201030940 DISCO SOF-LEX 12´´ 4851 FINO PRESENTACION EN BOLSA 30 UNDS MARCA 3M ESPE
70201143149;527865 KETAC CEM EASYM.30GR12ML 3M DENTAL 527865 KETAC CEM EASYM.30GR12ML REG ISP NO APLICA F.VEN 18-03-2026 PRINC ACT: SIN P.ACTIVO VCTO MAYOR A 24 MESES. DESPACHO EN 1 DÍAS HÁBILES.EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201059915;JERINGA FILTEK Z350 XT TONO A3.5B 3M - MARCA:3M- COD:70201059915 UN VTO ENTREGA EN:10-15 DIAS HABILES
70201143149;3M KETAC MOLAR 12,5 GRS.POLVO A3+8,5 ML. MARCA 3M USA FICHA ADJUNTA VCTO 13 MESES ENTREGA 2 DIAS HABILES.
70201057711;527825 VITREBOND 2 FRASCOS + CUCHARA, VCTO 12-2025, 3M DENTAL. DESPACHO EN 1 DIA HABIL, SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO.
70201052076;527803 FILTEK Z250 A2 MARCA 3M DENTAL CERTIFICACIONES ISO 13485 ISO 9001 PROCEDENCIA USA SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCE 10-2025 DESPACHO EN 1 DIA HABIL. EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201144139;527832 ÁCIDO ORTOFOSFÓRICO EN JERINGAS DE 3 ML CU SCOTCHBOND 3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VENCIMIENTO MAYOR A 24 MESES DESPACHO EN 48 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70202078906;ARCO ACERO 19X25 SUPERIOR (10 PAQUETES X 10). OBLIGATORIO ADJUNTAR FORMULARIO N°1, N°2 Y N°3.
70201408039;3M FILTEK SUPREME FLOW RESTORATIVE A2 JERINGA 2ML
70201059915;COMPOSITE FILTEK Z350 XT - JERINGA DE 4 GRAMOS - TONO A3.5 - MARCA 3M. FECHA DE VENCIMIENTO 11-2025
70202089465;TRANSBOND XT PRIMER UNITEK 3M UNITEK-712-034 MARCA 3M UNITEK USA FICHA ADJUNTA ENTREGA 3 DIAS HABILES.
70201143149;3M KETAC MOLAR 12,5 GRS.POLVO A3+8,5 ML. VENCIMIENTO MAYOR 12 MESES. ENTREGA 3 DIAS
70201026104;3M7020102608-VITREMER A3 VIDRIO IONOMERO
70202067503;ARCO ACERO F.III 016X022 INF. OVOIDE FIII UNITEK-300-018
70201031013;3M DISCO SOFLEX MEDIANO PAPEL 4851M 12 BOLSA 30 UNID EX-1982M FICHA ADJUNTA VCTO 13 MESES ENTREGA 2 DIAS HABILES. ENTREGA AGENCIA CORREOS DE CHILE
70201411975;I-SEAL LC SELLANTE-FOTO JERINGA 3,8GR ENTREGA EN 7 DIAS HABILES
UU009805928;527834 76973 LED ELIPAR DEEPCURE -L, VCTO 10-2027, 3M DENTAL. DESPACHO EN 48 HORAS, SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO.
70202078823;NITINOL CL OFIII OVOID U 017X025 UNIT OF USE 4297-857 - MARCA:3M- COD:70202078823 VTO ENTREGA EN:4 A 5 DIAS CON STOCK 65 SIN STOCK
70000879109;ORT0022 / TUBO MBT 0-22 (2DO MOLAR INF. IZQ.) MARCA 3M
70201079129;527776 FILTEK Z350 XT TONO A3B 3M DENTAL VENCIMIENTO 10-2025 SE ADJUNTA FICHA TECNICA. DESPACHO 3 DÍAS 72 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
70201404970;3M7020140497-COMPOSITE FILTEK ONE BULK FILL A2 JERINGA 4GRS MARCA 3M ESPE, VENCIMIENTO SUPERIOR 12 MESES
70201030973;"DISCO DE PULIDO MEDIANO (CHICO ), MONTADOS SOBRE DISCOS DE PLASTICO, DIAMETRO EN LOS DISCOS DE 3/8 NUEVA PRESENTACION BOLSA DE 30 UNIDADES DE DISCOS SOFLEX 4930M MARCA 3M ESPE PROCEDENCIA USA SE ADUNTA FICHA TECNICA FECHA DE VENCIMIENTO INFORMADA EN ARCHIVO ADJUNTO FLETE INCLUIDO"""
70201059899;527775 FILTEK Z350 XT TONO A2B 3M DENTAL LOS PRODUCTOS OFERTADOS CUENTAN CON UN VENCIMIENTO SUPERIOR A 24 MESES.SE ADJUNTA FICHA TECNICA. DESPACHO EN 72 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 50.000.MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
70202092642;BANDA 2°. MOLAR 34 UR CON TUBO, ROTH, MARCA 3M
70201051979;3M COMPOSITE FILTEK P60 JERINGA A3 8100 4 GRS VCTO SUP A 15 MESES FICHA Y CERT ADJUNTA ENTREGA 5 DIAS HABILES.
70202092741;BANDA 2°. MOLAR 39 UR CON TUBO, ROTH, MARCA 3M
9020679206;252-0027 BANDA DE 1 MOLAR INFERIOR DERECHO C/TUBO SIMPLE (MBT.022) N36+, BANDAS MOLAR CONTORNEADA DE ACERO INOXIDABLE, CON SUPERFICIE INTERNA MICRO-GRABADAS PARA MEJOR RETENCIÓN Y BAJO PERFIL
70201140426;ADHESIVO ADPER SINGLE BOND 2 FRASCO 6GR 3M - MARCA:3M- COD:70201051961 UN VTO ENTREGA EN:15-20 DIAS HABILES
70201059907;MD 2865 COMPOSITE Z-350 XT A3B JER 4G
UU009805928;DTE LAMPARA I LED PLUS 2500 MW CON FUNDAS PROTECTORAS GARANTIA 12 MESES PLAZO ENTREGA 5 DIAS
70201139303;3M ADHESIVO SINGLE BOND UNIVERSAL FRASCO 3ML. MARCA 3M USA FICHA ADJUNTA ENTREGA 2 DIAS HABILES.
70202092089;6 BANDAS DE PRIMER MOLAR SUP DERECHO SIN TUBO N° 36+ Y 38+ VALOR UNIDAD MARCA 3M UNITEK USA FICHA ADJUNTA ENTREGA 5 DIAS HABILES.
90206899024;BANDAS MBT PRIMER MOLAR SUPERIOR TUBO TRIPLE CONVERTIBLE DERECHO 39+
70202091511;BANDAS PRIMEROS MOLARES MBT 34 1/2LL (BOLSA 5 UNIDADES), MARCA 3M UNITEK.
70202072891;ELASTICOS MED. 4 18 CATHY X 30 BOLSAS UNITEK-404-516
9050679159;TUBO SIMPLE LL7 2DO MOLAR MBT NO CONVERTIBLE CEMEN DIRECT 067-9163
70201051979;527816 FILTEK P60 A3 3M DENTAL-VENCIMIENTO JUNIO 2025-SE ADJUNTA FICHA TÉCNICA.DESPACHO EN 5 DIAS HABILES., MONTO NIMO DESPACHO 50.000 EL DESPACHO NO TIENE COSTO ADICIONAL
70201030965;3M DISCO SOFLEX GRUESO PLAST 4930C 38 BOLSA 30 UNID EX-2381C MARCA 3M USA FICHA ADJUNTA VCTO 13 MESES ENTREGA 5 DIAS
70201059907;COMPOSITE NANOHIBRIDO FOTOCURADO UNIVERSAL A3 Z250 XT, MARCA 3M, 3 GRAMOS.
70201143149;VIDRIO IONOMERO AUTOCURADO SET: PRESENTACION POLVO (12,5GR) -LIQUIDO 8,5ML), COLOR A3, CUCHARA Y BLOCK MEZCLA. KETAC MOLAR EASY MIX. FECHA VENCIMIENTO 24 MESES MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TECNICA FLETE INCLUIDO
70201408419;FILTEK ONE BULK FILL A3 3M - MARCA:3M- COD:70201404988 UN VTO ENTREGA EN:7 DIAS
XH002405526;SELLANTE FOTOCURADO CONCISE FRASCO 3M - MARCA:3M- COD:XH002405526 KT VTO ENTREGA EN:10-15 DIAS HABILES
70201404988;COMPOSITE FILTEK ONE BULK FILL A3 JERINGA DE 4GRS VENCIMIENTO 18 MESES
70202089465;CEMENTO PARA BANDA FOTOCURADO JERINGA (JERINGA 4 GRAMOS) MARCA 3M UNITEK.
70201408419;3M FILTEK BULK FILL FLOW A3 X 2 JER. 2 GRS. CU MARCA 3M USA FICHA ADJUNTA ENTREGA 2 DIAS HABILES
9020679677;BANDAS MBT PRIMER MOLAR INFERIOR TUBO DOBLE CONVERTIBLE IZQUIERDO 33+
70202069970;252-1800 ARCOS BRAIDED DE 8 HEBRAS RECTANGULARES TRENZADAS SUPERIOR .019X.025 ORTHOFORM II (PAQUETE DE 10 UNIDADES)MARCA 3M UNITEK, PROCEDENCIA USA.
70201404988;527811 FILTEK ONE BULK FILL A3 3M DENTAL VENCIMIENTO 06-2025 SE ADJUNTA FICHA TECNICA. DESPACHO 3 DÍAS 72 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
70202067537;ARCOS ACERO SUPERIOR 0.017X0.025 FORMA CUADRADA / NATURAL PAQUETE DE 10 UNIDADES,PRODUCTO MARCA 3M UNITEK, PROCEDENCIA USA, SE ADJUNTA FICHA TÉCNICA,PRECIO INCLUYE FLETE
70201143149;IONÓMERO DE RESTAURACIÓN, AUTOCURADO KETAC MOLAR, PRESENTACIÓN POLVO LIQUIDO, 3M
70201059907;COMPOSITE FILTEK Z350XT BODY A3B 4GRS MARCA 3M VCTO. 18 MESES SE ADJUNTA FICHA DEL PRODUCTO
70201144139;MD 4 ACIDO GRAB FOSF GEL 37P GELACID 3,5ML
70201030916;3M DISCO SOFLEX MEDIANO PAPEL 4850M 38 BOLSA 30 UNID EX-1981M MARCA 3M USA FICHA ADJUNTA ENTREGA 3 DIAS
70201031021;DISCO SOFLEX FINO (AZUL CLARO) NUEVA PRESENTACION UNICA BOLSA 30 UNIDADES MARCA 3M VENCMIENTO NO APLICA
70201030924;3M DISCO SOFLEX GRUESO PAPEL 4851C 12 BOLSA 30 UNID EX-1982C FICHA ADJUNTA VCTO 13 MESES ENTREGA 2 DIAS HABILES. ENTREGA AGENCIA CORREOS DE CHILE
70201059915;527777 FILTEK Z350 XT TONO A3.5B, VCTO 07-2025, 3M DENTAL.
70201030940;3M702010308-DISCO SOF-LEX 38´´ 4850 FINA BOLSA 30 UNDS
70201056531;3M7020105653-CLINPRO XT VARNISH CLICKER 10GRS
70201401158;527847 CLINP.WH.VARN.100 GUIN 3M DENTAL VENCIMIENTO 09-2025 SE ADJUNTA FICHA TECNICA. DESPACHO 2 DÍAS 48 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
70201030973;3M70201031021-DISCO SOF-LEX XT 12´´ 4931 FINO BOLSA 30 UNDS
70201057885;COMPOSITE FILTEK UNIVERSAL, TONO A1,JERINGA DE 4 GRAMOS, MARCA 3M
XH002405526;527850 SELL.FOTOCUR.CONCISE FCO 3M DENTAL, COD-SCFHM VENCIMIENTO 10-2025 SE ADJUNTA FICHA TECNICA. DESPACHO 2 DÍAS 48 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS
UU009805928;DTE LAMPARA I LED PLUS 2500 MW CON FUNDAS PROTECTORAS
70201143149;527820 KIT KETAC MOLAR EASYMIX, VCTO 03-2025, 3M DENTAL. DESPACHO EN 48 HORAS, SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO.
70201079137;RESINA RESTAURADORA DE FOTOCURADO A3.5 TUBO 4GRS, ORIGEN USA, SIMILAR A FILTEK Z250 3M
70201059907;527776 FILTEK Z350 XT TONO A3B, VCTO 02-2026, 3M DENTAL. DESPACHO 2 DIAS CORRIDOS SIN COSTO ADICIONAL. VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA CARTA DE CANJE. SIN MONTO MINIMO DE DESPACHO.
70201057711;IONOM BASE FOTOC. VITREBOND 9G+5,5ML
70202077676;ARCO NITI.TERMOACTIV.INF.016 F.III 10 UDS. UNITEK UNITEK-4296-992
70201051979;527776 FILTEK Z350 XT TONO A3B 3M DENTAL SE ADJUNTA FICHA TECNICA. SE ADJUNTA CARTA DE CANJE. VCTO MAYOR A 24 MESES. DESPACHO EN 48 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. SOCOFAR CUENTA CON SERVICIO DE POST VENTA Y POLITICA DE CANJE Y DEVOLUCION.
70201139303;527829 ADH.SING.BOND UNIV.FCO.5M 3M DENTAL. VCTO. 05-2025 - LOS PRODUCTOS OFERTADOS CUENTAN CON UN VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA FICHA TECNICA. DESPACHO EN 1 DIA EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 0.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201140426;ADHESIVO SINGLE BOND UNIVERSAL FRASCO 5ML, MARCA 3M, VENCIMIENTO SUPERIOR A 12 MESES.
70201059824;527775 FILTEK Z350 XT TONO A2B 3M DENTAL -VENCIMIENTO JULIO 2025.SE ADJUNTA FICHA TECNICA. DESPACHO EN 1 DIA CORRIDO EL DESPACHO NO TIENE COSTO ADICIONAL.
70201030916;DISCOS SOF LEX PARA PULIDO Y TERMINADO EXTRA DELGADOS SURTIDOS KIT/CAJA 40 UNIDADES + MANDRIL
70201057711;3M VITREBOND PLUS CLICKER 10 GRS+ BLOCK MEZCLA MARCA 3M USA FICHA ADJUNTA
70202077361;NITINOL CL OFIII OVOID U 016 UNIT OF USE 4296-519 - MARCA:- COD:70202077361 VTO ENTREGA EN:
70201059949;3M FILTEK Z350 XT UNIV.COLOR B1B JERINGA FICHA TECNICA VCTO SUP A 13 MESES
70201057711;527824 VITREBOND PLUS CLICKER 3M DENTAL. VCTO. 05-2025 - LOS PRODUCTOS OFERTADOS CUENTAN CON UN VENCIMIENTO SUPERIOR A 24 MESES. SE ADJUNTA FICHA TECNICA. DESPACHO EN 48 HORAS EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 0.- MUNNICH CUENTA CON SERVICIO DE POST VENTA EL QUE EN UN RANGO NO MAYOR A 48 HORAS DARA SOLUCION A LOS POSIBLES REQUERIMIENTOS.
70201051987;COMPOSITE FILTEK ONE BULK FILL A3 4GRS
70201135913;3M RELYX TEMP NE BASE 36G.16G CAT3 MARCA 3M USA FICHA ADJUNTA ENTREGA 2 DIAS HABILES.
70201030924;3M70201030940-DISCO SOF-LEX 12´´ 4851 FINO BOLSA 30 UNDS
70201140426;ADHESIVO ADPER SINGLE BOND 2 FRASCO 3GR MARCA 3M ESPE PROCEDENCIA USA SE ADJUNTA FICHA TPECNICA FECHA DE VENCIMIENTO MINIMA 18 MESES FLETE INCLUIDO
70201408401;3M FILTEK BULK FILL FLOW A2 X 2 JER.2GRS CU MARCA 3M USA FICHA ADJUNTA VCTO SUP A 13 MESES DESDE RECEPCION
70201059915;COMPOSITE FILTEK Z250 XT - TONO A3.5 - JERINGA 3 GRAMOS - MARCA 3M
70201408039;527806 FILTEK BULK FILL FLOW A2 3M DENTAL -VENCIMIENTO MAYO 2025-SE ADJUNTA FICHA TECNICA. DESPACHO EN 1 DIA HABIL EL DESPACHO NO TIENE COSTO ADICIONAL. MONTO MINIMO FACTURACION 50.000.
70202091024;BANDA ORTODONCIA SIN TUBO N°37 MARCA 3M UNITEK
70201030924;DISCO SOFLEX GRUESO (NEGRO) NUEVA PRESENTACION UNICA BOLSA 30 UNIDADES MARCA 3M VENCMIENTO NO APLICA
70006642402;TRANSBOND XT KIT 2 JER.+PRIMER 6ML+ACCESORIOS UNITEK-712-035
70201030882;3M DISCO SOFLEX GRUESO PAPEL 4850C 38 BOLSA 30 UNID.EX-1981C MARCA 3M USA FICHA ADJUNTA ENTREGA 2 DIAS HABILES.
70201059907;ULTRADENT COMPOSITE FORMA A3B 4 GRS. FICHA ADJUNTA VCTO 13 MESES, ENTREGA EN 2 DIAS HABILES
70202067537;ARCO ACERO F.III 017X025 SUP. UNITEK-300-021 10 UDS FICHA ADJUNTA ENTREGA 5 DIAS
XH002405419;3M KETAC CEM EASYMIX 30 GRS12 ML MARCA 3M USA FICHA ADJUNTA ENTREGA 3 DIAS HABILES.
